@/atom:SPCE/H   1       #"system.lt", line 15
$/bond:wat[564]/OH1   1129       #"system.lt", line 8
$/bond:wat[564]/OH2   1130       #"system.lt", line 9
$/bond:wat[565]/OH1   1131       #"system.lt", line 8
$/bond:wat[565]/OH2   1132       #"system.lt", line 9
$/bond:wat[566]/OH1   1133       #"system.lt", line 8
$/bond:wat[566]/OH2   1134       #"system.lt", line 9
$/bond:wat[567]/OH1   1135       #"system.lt", line 8
$/bond:wat[567]/OH2   1136       #"system.lt", line 9
$/bond:wat[568]/OH1   1137       #"system.lt", line 8
$/bond:wat[568]/OH2   1138       #"system.lt", line 9
$/bond:wat[569]/OH1   1139       #"system.lt", line 8
$/bond:wat[569]/OH2   1140       #"system.lt", line 9
$/bond:wat[570]/OH1   1141       #"system.lt", line 8
$/bond:wat[570]/OH2   1142       #"system.lt", line 9
$/bond:wat[571]/OH1   1143       #"system.lt", line 8
$/bond:wat[571]/OH2   1144       #"system.lt", line 9
$/bond:wat[572]/OH1   1145       #"system.lt", line 8
$/bond:wat[572]/OH2   1146       #"system.lt", line 9
$/bond:wat[573]/OH1   1147       #"system.lt", line 8
$/bond:wat[573]/OH2   1148       #"system.lt", line 9
$/bond:wat[574]/OH1   1149       #"system.lt", line 8
$/bond:wat[574]/OH2   1150       #"system.lt", line 9
$/bond:wat[575]/OH1   1151       #"system.lt", line 8
$/bond:wat[575]/OH2   1152       #"system.lt", line 9
$/bond:wat[576]/OH1   1153       #"system.lt", line 8
$/bond:wat[576]/OH2   1154       #"system.lt", line 9
$/bond:wat[577]/OH1   1155       #"system.lt", line 8
$/bond:wat[577]/OH2   1156       #"system.lt", line 9
$/bond:wat[578]/OH1   1157       #"system.lt", line 8
$/bond:wat[578]/OH2   1158       #"system.lt", line 9
$/bond:wat[579]/OH1   1159       #"system.lt", line 8
$/bond:wat[579]/OH2   1160       #"system.lt", line 9
$/bond:wat[580]/OH1   1161       #"system.lt", line 8
$/bond:wat[580]/OH2   1162       #"system.lt", line 9
$/bond:wat[581]/OH1   1163       #"system.lt", line 8
$/bond:wat[581]/OH2   1164       #"system.lt", line 9
$/bond:wat[582]/OH1   1165       #"system.lt", line 8
$/bond:wat[582]/OH2   1166       #"system.lt", line 9
$/bond:wat[583]/OH1   1167       #"system.lt", line 8
$/bond:wat[583]/OH2   1168       #"system.lt", line 9
$/bond:wat[584]/OH1   1169       #"system.lt", line 8
$/bond:wat[584]/OH2   1170       #"system.lt", line 9
$/bond:wat[585]/OH1   1171       #"system.lt", line 8
$/bond:wat[585]/OH2   1172       #"system.lt", line 9
$/bond:wat[586]/OH1   1173       #"system.lt", line 8
$/bond:wat[586]/OH2   1174       #"system.lt", line 9
$/bond:wat[587]/OH1   1175       #"system.lt", line 8
$/bond:wat[587]/OH2   1176       #"system.lt", line 9
$/bond:wat[588]/OH1   1177       #"system.lt", line 8
$/bond:wat[588]/OH2   1178       #"system.lt", line 9
$/bond:wat[589]/OH1   1179       #"system.lt", line 8
$/bond:wat[589]/OH2   1180       #"system.lt", line 9
$/bond:wat[590]/OH1   1181       #"system.lt", line 8
$/bond:wat[590]/OH2   1182       #"system.lt", line 9
$/bond:wat[591]/OH1   1183       #"system.lt", line 8
$/bond:wat[591]/OH2   1184       #"system.lt", line 9
$/bond:wat[592]/OH1   1185       #"system.lt", line 8
$/bond:wat[592]/OH2   1186       #"system.lt", line 9
$/bond:wat[593]/OH1   1187       #"system.lt", line 8
$/bond:wat[593]/OH2   1188       #"system.lt", line 9
$/bond:wat[594]/OH1   1189       #"system.lt", line 8
$/bond:wat[594]/OH2   1190       #"system.lt", line 9
$/bond:wat[595]/OH1   1191       #"system.lt", line 8
$/bond:wat[595]/OH2   1192       #"system.lt", line 9
$/bond:wat[596]/OH1   1193       #"system.lt", line 8
$/bond:wat[596]/OH2   1194       #"system.lt", line 9
$/bond:wat[597]/OH1   1195       #"system.lt", line 8
$/bond:wat[597]/OH2   1196       #"system.lt", line 9
$/bond:wat[598]/OH1   1197       #"system.lt", line 8
$/bond:wat[598]/OH2   1198       #"system.lt", line 9
$/bond:wat[599]/OH1   1199       #"system.lt", line 8
$/bond:wat[599]/OH2   1200       #"system.lt", line 9
$/bond:wat[600]/OH1   1201       #"system.lt", line 8
$/bond:wat[600]/OH2   1202       #"system.lt", line 9
$/bond:wat[601]/OH1   1203       #"system.lt", line 8
$/bond:wat[601]/OH2   1204       #"system.lt", line 9
$/bond:wat[602]/OH1   1205       #"system.lt", line 8
$/bond:wat[602]/OH2   1206       #"system.lt", line 9
$/bond:wat[603]/OH1   1207       #"system.lt", line 8
$/bond:wat[603]/OH2   1208       #"system.lt", line 9
$/bond:wat[604]/OH1   1209       #"system.lt", line 8
$/bond:wat[604]/OH2   1210       #"system.lt", line 9
$/bond:wat[605]/OH1   1211       #"system.lt", line 8
$/bond:wat[605]/OH2   1212       #"system.lt", line 9
$/bond:wat[606]/OH1   1213       #"system.lt", line 8
$/bond:wat[606]/OH2   1214       #"system.lt", line 9
$/bond:wat[607]/OH1   1215       #"system.lt", line 8
$/bond:wat[607]/OH2   1216       #"system.lt", line 9
$/bond:wat[608]/OH1   1217       #"system.lt", line 8
$/bond:wat[608]/OH2   1218       #"system.lt", line 9
$/bond:wat[609]/OH1   1219       #"system.lt", line 8
$/bond:wat[609]/OH2   1220       #"system.lt", line 9
$/bond:wat[610]/OH1   1221       #"system.lt", line 8
$/bond:wat[610]/OH2   1222       #"system.lt", line 9
$/bond:wat[611]/OH1   1223       #"system.lt", line 8
$/bond:wat[611]/OH2   1224       #"system.lt", line 9
$/bond:wat[612]/OH1   1225       #"system.lt", line 8
$/bond:wat[612]/OH2   1226       #"system.lt", line 9
$/bond:wat[613]/OH1   1227       #"system.lt", line 8
$/bond:wat[613]/OH2   1228       #"system.lt", line 9
$/bond:wat[614]/OH1   1229       #"system.lt", line 8
$/bond:wat[614]/OH2   1230       #"system.lt", line 9
$/bond:wat[615]/OH1   1231       #"system.lt", line 8
$/bond:wat[615]/OH2   1232       #"system.lt", line 9
$/bond:wat[616]/OH1   1233       #"system.lt", line 8
$/bond:wat[616]/OH2   1234       #"system.lt", line 9
$/bond:wat[617]/OH1   1235       #"system.lt", line 8
$/bond:wat[617]/OH2   1236       #"system.lt", line 9
$/bond:wat[618]/OH1   1237       #"system.lt", line 8
$/bond:wat[618]/OH2   1238       #"system.lt", line 9
$/bond:wat[619]/OH1   1239       #"system.lt", line 8
$/bond:wat[619]/OH2   1240       #"system.lt", line 9
$/bond:wat[620]/OH1   1241       #"system.lt", line 8
$/bond:wat[620]/OH2   1242       #"system.lt", line 9
$/bond:wat[621]/OH1   1243       #"system.lt", line 8
$/bond:wat[621]/OH2   1244       #"system.lt", line 9
$/bond:wat[622]/OH1   1245       #"system.lt", line 8
$/bond:wat[622]/OH2   1246       #"system.lt", line 9
$/bond:wat[623]/OH1   1247       #"system.lt", line 8
$/bond:wat[623]/OH2   1248       #"system.lt", line 9
$/bond:wat[624]/OH1   1249       #"system.lt", line 8
$/bond:wat[624]/OH2   1250       #"system.lt", line 9
$/bond:wat[625]/OH1   1251       #"system.lt", line 8
$/bond:wat[625]/OH2   1252       #"system.lt", line 9
$/bond:wat[626]/OH1   1253       #"system.lt", line 8
$/bond:wat[626]/OH2   1254       #"system.lt", line 9
$/bond:wat[627]/OH1   1255       #"system.lt", line 8
$/bond:wat[627]/OH2   1256       #"system.lt", line 9
$/bond:wat[628]/OH1   1257       #"system.lt", line 8
$/bond:wat[628]/OH2   1258       #"system.lt", line 9
$/bond:wat[629]/OH1   1259       #"system.lt", line 8
$/bond:wat[629]/OH2   1260       #"system.lt", line 9
$/bond:wat[630]/OH1   1261       #"system.lt", line 8
$/bond:wat[630]/OH2   1262       #"system.lt", line 9
$/bond:wat[631]/OH1   1263       #"system.lt", line 8
$/bond:wat[631]/OH2   1264       #"system.lt", line 9
$/bond:wat[632]/OH1   1265       #"system.lt", line 8
$/bond:wat[632]/OH2   1266       #"system.lt", line 9
$/bond:wat[633]/OH1   1267       #"system.lt", line 8
$/bond:wat[633]/OH2   1268       #"system.lt", line 9
$/bond:wat[634]/OH1   1269       #"system.lt", line 8
$/bond:wat[634]/OH2   1270       #"system.lt", line 9
$/bond:wat[635]/OH1   1271       #"system.lt", line 8
$/bond:wat[635]/OH2   1272       #"system.lt", line 9
$/bond:wat[636]/OH1   1273       #"system.lt", line 8
$/bond:wat[636]/OH2   1274       #"system.lt", line 9
$/bond:wat[637]/OH1   1275       #"system.lt", line 8
$/bond:wat[637]/OH2   1276       #"system.lt", line 9
$/bond:wat[638]/OH1   1277       #"system.lt", line 8
$/bond:wat[638]/OH2   1278       #"system.lt", line 9
$/bond:wat[639]/OH1   1279       #"system.lt", line 8
$/bond:wat[639]/OH2   1280       #"system.lt", line 9
$/bond:wat[640]/OH1   1281       #"system.lt", line 8
$/bond:wat[640]/OH2   1282       #"system.lt", line 9
$/bond:wat[641]/OH1   1283       #"system.lt", line 8
$/bond:wat[641]/OH2   1284       #"system.lt", line 9
$/bond:wat[642]/OH1   1285       #"system.lt", line 8
$/bond:wat[642]/OH2   1286       #"system.lt", line 9
$/bond:wat[643]/OH1   1287       #"system.lt", line 8
$/bond:wat[643]/OH2   1288       #"system.lt", line 9
$/bond:wat[644]/OH1   1289       #"system.lt", line 8
$/bond:wat[644]/OH2   1290       #"system.lt", line 9
$/bond:wat[645]/OH1   1291       #"system.lt", line 8
$/bond:wat[645]/OH2   1292       #"system.lt", line 9
$/bond:wat[646]/OH1   1293       #"system.lt", line 8
$/bond:wat[646]/OH2   1294       #"system.lt", line 9
$/bond:wat[647]/OH1   1295       #"system.lt", line 8
$/bond:wat[647]/OH2   1296       #"system.lt", line 9
$/bond:wat[648]/OH1   1297       #"system.lt", line 8
$/bond:wat[648]/OH2   1298       #"system.lt", line 9
$/bond:wat[649]/OH1   1299       #"system.lt", line 8
$/bond:wat[649]/OH2   1300       #"system.lt", line 9
$/bond:wat[650]/OH1   1301       #"system.lt", line 8
$/bond:wat[650]/OH2   1302       #"system.lt", line 9
$/bond:wat[651]/OH1   1303       #"system.lt", line 8
$/bond:wat[651]/OH2   1304       #"system.lt", line 9
$/bond:wat[652]/OH1   1305       #"system.lt", line 8
$/bond:wat[652]/OH2   1306       #"system.lt", line 9
$/bond:wat[653]/OH1   1307       #"system.lt", line 8
$/bond:wat[653]/OH2   1308       #"system.lt", line 9
$/bond:wat[654]/OH1   1309       #"system.lt", line 8
$/bond:wat[654]/OH2   1310       #"system.lt", line 9
$/bond:wat[655]/OH1   1311       #"system.lt", line 8
$/bond:wat[655]/OH2   1312       #"system.lt", line 9
$/bond:wat[656]/OH1   1313       #"system.lt", line 8
$/bond:wat[656]/OH2   1314       #"system.lt", line 9
$/bond:wat[657]/OH1   1315       #"system.lt", line 8
$/bond:wat[657]/OH2   1316       #"system.lt", line 9
$/bond:wat[658]/OH1   1317       #"system.lt", line 8
$/bond:wat[658]/OH2   1318       #"system.lt", line 9
$/bond:wat[659]/OH1   1319       #"system.lt", line 8
$/bond:wat[659]/OH2   1320       #"system.lt", line 9
$/bond:wat[660]/OH1   1321       #"system.lt", line 8
$/bond:wat[660]/OH2   1322       #"system.lt", line 9
$/bond:wat[661]/OH1   1323       #"system.lt", line 8
$/bond:wat[661]/OH2   1324       #"system.lt", line 9
$/bond:wat[662]/OH1   1325       #"system.lt", line 8
$/bond:wat[662]/OH2   1326       #"system.lt", line 9
$/bond:wat[663]/OH1   1327       #"system.lt", line 8
$/bond:wat[663]/OH2   1328       #"system.lt", line 9
$/bond:wat[664]/OH1   1329       #"system.lt", line 8
$/bond:wat[664]/OH2   1330       #"system.lt", line 9
$/bond:wat[665]/OH1   1331       #"system.lt", line 8
$/bond:wat[665]/OH2   1332       #"system.lt", line 9
$/bond:wat[666]/OH1   1333       #"system.lt", line 8
$/bond:wat[666]/OH2   1334       #"system.lt", line 9
$/bond:wat[667]/OH1   1335       #"system.lt", line 8
$/bond:wat[667]/OH2   1336       #"system.lt", line 9
$/bond:wat[668]/OH1   1337       #"system.lt", line 8
$/bond:wat[668]/OH2   1338       #"system.lt", line 9
$/bond:wat[669]/OH1   1339       #"system.lt", line 8
$/bond:wat[669]/OH2   1340       #"system.lt", line 9
$/bond:wat[670]/OH1   1341       #"system.lt", line 8
$/bond:wat[670]/OH2   1342       #"system.lt", line 9
$/bond:wat[671]/OH1   1343       #"system.lt", line 8
$/bond:wat[671]/OH2   1344       #"system.lt", line 9
$/bond:wat[672]/OH1   1345       #"system.lt", line 8
$/bond:wat[672]/OH2   1346       #"system.lt", line 9
$/bond:wat[673]/OH1   1347       #"system.lt", line 8
$/bond:wat[673]/OH2   1348       #"system.lt", line 9
$/bond:wat[674]/OH1   1349       #"system.lt", line 8
$/bond:wat[674]/OH2   1350       #"system.lt", line 9
$/bond:wat[675]/OH1   1351       #"system.lt", line 8
$/bond:wat[675]/OH2   1352       #"system.lt", line 9
$/bond:wat[676]/OH1   1353       #"system.lt", line 8
$/bond:wat[676]/OH2   1354       #"system.lt", line 9
$/bond:wat[677]/OH1   1355       #"system.lt", line 8
$/bond:wat[677]/OH2   1356       #"system.lt", line 9
$/bond:wat[678]/OH1   1357       #"system.lt", line 8
$/bond:wat[678]/OH2   1358       #"system.lt", line 9
$/bond:wat[679]/OH1   1359       #"system.lt", line 8
$/bond:wat[679]/OH2   1360       #"system.lt", line 9
$/bond:wat[680]/OH1   1361       #"system.lt", line 8
$/bond:wat[680]/OH2   1362       #"system.lt", line 9
$/bond:wat[681]/OH1   1363       #"system.lt", line 8
$/bond:wat[681]/OH2   1364       #"system.lt", line 9
$/bond:wat[682]/OH1   1365       #"system.lt", line 8
$/bond:wat[682]/OH2   1366       #"system.lt", line 9
$/bond:wat[683]/OH1   1367       #"system.lt", line 8
$/bond:wat[683]/OH2   1368       #"system.lt", line 9
$/bond:wat[684]/OH1   1369       #"system.lt", line 8
$/bond:wat[684]/OH2   1370       #"system.lt", line 9
$/bond:wat[685]/OH1   1371       #"system.lt", line 8
$/bond:wat[685]/OH2   1372       #"system.lt", line 9
$/bond:wat[686]/OH1   1373       #"system.lt", line 8
$/bond:wat[686]/OH2   1374       #"system.lt", line 9
$/bond:wat[687]/OH1   1375       #"system.lt", line 8
$/bond:wat[687]/OH2   1376       #"system.lt", line 9
$/bond:wat[688]/OH1   1377       #"system.lt", line 8
$/bond:wat[688]/OH2   1378       #"system.lt", line 9
$/bond:wat[689]/OH1   1379       #"system.lt", line 8
$/bond:wat[689]/OH2   1380       #"system.lt", line 9
$/bond:wat[690]/OH1   1381       #"system.lt", line 8
$/bond:wat[690]/OH2   1382       #"system.lt", line 9
$/bond:wat[691]/OH1   1383       #"system.lt", line 8
$/bond:wat[691]/OH2   1384       #"system.lt", line 9
$/bond:wat[692]/OH1   1385       #"system.lt", line 8
$/bond:wat[692]/OH2   1386       #"system.lt", line 9
$/bond:wat[693]/OH1   1387       #"system.lt", line 8
$/bond:wat[693]/OH2   1388       #"system.lt", line 9
$/bond:wat[694]/OH1   1389       #"system.lt", line 8
$/bond:wat[694]/OH2   1390       #"system.lt", line 9
$/bond:wat[695]/OH1   1391       #"system.lt", line 8
$/bond:wat[695]/OH2   1392       #"system.lt", line 9
$/bond:wat[696]/OH1   1393       #"system.lt", line 8
$/bond:wat[696]/OH2   1394       #"system.lt", line 9
$/bond:wat[697]/OH1   1395       #"system.lt", line 8
$/bond:wat[697]/OH2   1396       #"system.lt", line 9
$/bond:wat[698]/OH1   1397       #"system.lt", line 8
$/bond:wat[698]/OH2   1398       #"system.lt", line 9
$/bond:wat[699]/OH1   1399       #"system.lt", line 8
$/bond:wat[699]/OH2   1400       #"system.lt", line 9
$/bond:wat[700]/OH1   1401       #"system.lt", line 8
$/bond:wat[700]/OH2   1402       #"system.lt", line 9
$/bond:wat[701]/OH1   1403       #"system.lt", line 8
$/bond:wat[701]/OH2   1404       #"system.lt", line 9
$/bond:wat[702]/OH1   1405       #"system.lt", line 8
$/bond:wat[702]/OH2   1406       #"system.lt", line 9
$/bond:wat[703]/OH1   1407       #"system.lt", line 8
$/bond:wat[703]/OH2   1408       #"system.lt", line 9
$/bond:wat[704]/OH1   1409       #"system.lt", line 8
$/bond:wat[704]/OH2   1410       #"system.lt", line 9
$/bond:wat[705]/OH1   1411       #"system.lt", line 8
$/bond:wat[705]/OH2   1412       #"system.lt", line 9
$/bond:wat[706]/OH1   1413       #"system.lt", line 8
$/bond:wat[706]/OH2   1414       #"system.lt", line 9
$/bond:wat[707]/OH1   1415       #"system.lt", line 8
$/bond:wat[707]/OH2   1416       #"system.lt", line 9
$/bond:wat[708]/OH1   1417       #"system.lt", line 8
$/bond:wat[708]/OH2   1418       #"system.lt", line 9
$/bond:wat[709]/OH1   1419       #"system.lt", line 8
$/bond:wat[709]/OH2   1420       #"system.lt", line 9
$/bond:wat[710]/OH1   1421       #"system.lt", line 8
$/bond:wat[710]/OH2   1422       #"system.lt", line 9
$/bond:wat[711]/OH1   1423       #"system.lt", line 8
$/bond:wat[711]/OH2   1424       #"system.lt", line 9
$/bond:wat[712]/OH1   1425       #"system.lt", line 8
$/bond:wat[712]/OH2   1426       #"system.lt", line 9
$/bond:wat[713]/OH1   1427       #"system.lt", line 8
$/bond:wat[713]/OH2   1428       #"system.lt", line 9
$/bond:wat[714]/OH1   1429       #"system.lt", line 8
$/bond:wat[714]/OH2   1430       #"system.lt", line 9
$/bond:wat[715]/OH1   1431       #"system.lt", line 8
$/bond:wat[715]/OH2   1432       #"system.lt", line 9
$/bond:wat[716]/OH1   1433       #"system.lt", line 8
$/bond:wat[716]/OH2   1434       #"system.lt", line 9
$/bond:wat[717]/OH1   1435       #"system.lt", line 8
$/bond:wat[717]/OH2   1436       #"system.lt", line 9
$/bond:wat[718]/OH1   1437       #"system.lt", line 8
$/bond:wat[718]/OH2   1438       #"system.lt", line 9
$/bond:wat[719]/OH1   1439       #"system.lt", line 8
$/bond:wat[719]/OH2   1440       #"system.lt", line 9
$/bond:wat[720]/OH1   1441       #"system.lt", line 8
$/bond:wat[720]/OH2   1442       #"system.lt", line 9
$/bond:wat[721]/OH1   1443       #"system.lt", line 8
$/bond:wat[721]/OH2   1444       #"system.lt", line 9
$/bond:wat[722]/OH1   1445       #"system.lt", line 8
$/bond:wat[722]/OH2   1446       #"system.lt", line 9
$/bond:wat[723]/OH1   1447       #"system.lt", line 8
$/bond:wat[723]/OH2   1448       #"system.lt", line 9
$/bond:wat[724]/OH1   1449       #"system.lt", line 8
$/bond:wat[724]/OH2   1450       #"system.lt", line 9
$/bond:wat[725]/OH1   1451       #"system.lt", line 8
$/bond:wat[725]/OH2   1452       #"system.lt", line 9
$/bond:wat[726]/OH1   1453       #"system.lt", line 8
$/bond:wat[726]/OH2   1454       #"system.lt", line 9
$/bond:wat[727]/OH1   1455       #"system.lt", line 8
$/bond:wat[727]/OH2   1456       #"system.lt", line 9
$/bond:wat[728]/OH1   1457       #"system.lt", line 8
$/bond:wat[728]/OH2   1458       #"system.lt", line 9
$/bond:wat[729]/OH1   1459       #"system.lt", line 8
$/bond:wat[729]/OH2   1460       #"system.lt", line 9
$/bond:wat[730]/OH1   1461       #"system.lt", line 8
$/bond:wat[730]/OH2   1462       #"system.lt", line 9
$/bond:wat[731]/OH1   1463       #"system.lt", line 8
$/bond:wat[731]/OH2   1464       #"system.lt", line 9
$/bond:wat[732]/OH1   1465       #"system.lt", line 8
$/bond:wat[732]/OH2   1466       #"system.lt", line 9
$/bond:wat[733]/OH1   1467       #"system.lt", line 8
$/bond:wat[733]/OH2   1468       #"system.lt", line 9
$/bond:wat[734]/OH1   1469       #"system.lt", line 8
$/bond:wat[734]/OH2   1470       #"system.lt", line 9
$/bond:wat[735]/OH1   1471       #"system.lt", line 8
$/bond:wat[735]/OH2   1472       #"system.lt", line 9
$/bond:wat[736]/OH1   1473       #"system.lt", line 8
$/bond:wat[736]/OH2   1474       #"system.lt", line 9
$/bond:wat[737]/OH1   1475       #"system.lt", line 8
$/bond:wat[737]/OH2   1476       #"system.lt", line 9
$/bond:wat[738]/OH1   1477       #"system.lt", line 8
$/bond:wat[738]/OH2   1478       #"system.lt", line 9
$/bond:wat[739]/OH1   1479       #"system.lt", line 8
$/bond:wat[739]/OH2   1480       #"system.lt", line 9
$/bond:wat[740]/OH1   1481       #"system.lt", line 8
$/bond:wat[740]/OH2   1482       #"system.lt", line 9
$/bond:wat[741]/OH1   1483       #"system.lt", line 8
$/bond:wat[741]/OH2   1484       #"system.lt", line 9
$/bond:wat[742]/OH1   1485       #"system.lt", line 8
$/bond:wat[742]/OH2   1486       #"system.lt", line 9
$/bond:wat[743]/OH1   1487       #"system.lt", line 8
$/bond:wat[743]/OH2   1488       #"system.lt", line 9
$/bond:wat[744]/OH1   1489       #"system.lt", line 8
$/bond:wat[744]/OH2   1490       #"system.lt", line 9
$/bond:wat[745]/OH1   1491       #"system.lt", line 8
$/bond:wat[745]/OH2   1492       #"system.lt", line 9
$/bond:wat[746]/OH1   1493       #"system.lt", line 8
$/bond:wat[746]/OH2   1494       #"system.lt", line 9
$/bond:wat[747]/OH1   1495       #"system.lt", line 8
$/bond:wat[747]/OH2   1496       #"system.lt", line 9
$/bond:wat[748]/OH1   1497       #"system.lt", line 8
$/bond:wat[748]/OH2   1498       #"system.lt", line 9
$/bond:wat[749]/OH1   1499       #"system.lt", line 8
$/bond:wat[749]/OH2   1500       #"system.lt", line 9
$/bond:wat[750]/OH1   1501       #"system.lt", line 8
$/bond:wat[750]/OH2   1502       #"system.lt", line 9
$/bond:wat[751]/OH1   1503       #"system.lt", line 8
$/bond:wat[751]/OH2   1504       #"system.lt", line 9
$/bond:wat[752]/OH1   1505       #"system.lt", line 8
$/bond:wat[752]/OH2   1506       #"system.lt", line 9
$/bond:wat[753]/OH1   1507       #"system.lt", line 8
$/bond:wat[753]/OH2   1508       #"system.lt", line 9
$/bond:wat[754]/OH1   1509       #"system.lt", line 8
$/bond:wat[754]/OH2   1510       #"system.lt", line 9
$/bond:wat[755]/OH1   1511       #"system.lt", line 8
$/bond:wat[755]/OH2   1512       #"system.lt", line 9
$/bond:wat[756]/OH1   1513       #"system.lt", line 8
$/bond:wat[756]/OH2   1514       #"system.lt", line 9
$/bond:wat[757]/OH1   1515       #"system.lt", line 8
$/bond:wat[757]/OH2   1516       #"system.lt", line 9
$/bond:wat[758]/OH1   1517       #"system.lt", line 8
$/bond:wat[758]/OH2   1518       #"system.lt", line 9
$/bond:wat[759]/OH1   1519       #"system.lt", line 8
$/bond:wat[759]/OH2   1520       #"system.lt", line 9
$/bond:wat[760]/OH1   1521       #"system.lt", line 8
$/bond:wat[760]/OH2   1522       #"system.lt", line 9
$/bond:wat[761]/OH1   1523       #"system.lt", line 8
$/bond:wat[761]/OH2   1524       #"system.lt", line 9
$/bond:wat[762]/OH1   1525       #"system.lt", line 8
$/bond:wat[762]/OH2   1526       #"system.lt", line 9
$/bond:wat[763]/OH1   1527       #"system.lt", line 8
$/bond:wat[763]/OH2   1528       #"system.lt", line 9
$/bond:wat[764]/OH1   1529       #"system.lt", line 8
$/bond:wat[764]/OH2   1530       #"system.lt", line 9
$/bond:wat[765]/OH1   1531       #"system.lt", line 8
$/bond:wat[765]/OH2   1532       #"system.lt", line 9
$/bond:wat[766]/OH1   1533       #"system.lt", line 8
$/bond:wat[766]/OH2   1534       #"system.lt", line 9
$/bond:wat[767]/OH1   1535       #"system.lt", line 8
$/bond:wat[767]/OH2   1536       #"system.lt", line 9
$/bond:wat[768]/OH1   1537       #"system.lt", line 8
$/bond:wat[768]/OH2   1538       #"system.lt", line 9
$/bond:wat[769]/OH1   1539       #"system.lt", line 8
$/bond:wat[769]/OH2   1540       #"system.lt", line 9
$/bond:wat[770]/OH1   1541       #"system.lt", line 8
$/bond:wat[770]/OH2   1542       #"system.lt", line 9
$/bond:wat[771]/OH1   1543       #"system.lt", line 8
$/bond:wat[771]/OH2   1544       #"system.lt", line 9
$/bond:wat[772]/OH1   1545       #"system.lt", line 8
$/bond:wat[772]/OH2   1546       #"system.lt", line 9
$/bond:wat[773]/OH1   1547       #"system.lt", line 8
$/bond:wat[773]/OH2   1548       #"system.lt", line 9
$/bond:wat[774]/OH1   1549       #"system.lt", line 8
$/bond:wat[774]/OH2   1550       #"system.lt", line 9
$/bond:wat[775]/OH1   1551       #"system.lt", line 8
$/bond:wat[775]/OH2   1552       #"system.lt", line 9
$/bond:wat[776]/OH1   1553       #"system.lt", line 8
$/bond:wat[776]/OH2   1554       #"system.lt", line 9
$/bond:wat[777]/OH1   1555       #"system.lt", line 8
$/bond:wat[777]/OH2   1556       #"system.lt", line 9
$/bond:wat[778]/OH1   1557       #"system.lt", line 8
$/bond:wat[778]/OH2   1558       #"system.lt", line 9
$/bond:wat[779]/OH1   1559       #"system.lt", line 8
$/bond:wat[779]/OH2   1560       #"system.lt", line 9
$/bond:wat[780]/OH1   1561       #"system.lt", line 8
$/bond:wat[780]/OH2   1562       #"system.lt", line 9
$/bond:wat[781]/OH1   1563       #"system.lt", line 8
$/bond:wat[781]/OH2   1564       #"system.lt", line 9
$/bond:wat[782]/OH1   1565       #"system.lt", line 8
$/bond:wat[782]/OH2   1566       #"system.lt", line 9
$/bond:wat[783]/OH1   1567       #"system.lt", line 8
$/bond:wat[783]/OH2   1568       #"system.lt", line 9
$/bond:wat[784]/OH1   1569       #"system.lt", line 8
$/bond:wat[784]/OH2   1570       #"system.lt", line 9
$/bond:wat[785]/OH1   1571       #"system.lt", line 8
$/bond:wat[785]/OH2   1572       #"system.lt", line 9
$/bond:wat[786]/OH1   1573       #"system.lt", line 8
$/bond:wat[786]/OH2   1574       #"system.lt", line 9
$/bond:wat[787]/OH1   1575       #"system.lt", line 8
$/bond:wat[787]/OH2   1576       #"system.lt", line 9
$/bond:wat[788]/OH1   1577       #"system.lt", line 8
$/bond:wat[788]/OH2   1578       #"system.lt", line 9
$/bond:wat[789]/OH1   1579       #"system.lt", line 8
$/bond:wat[789]/OH2   1580       #"system.lt", line 9
$/bond:wat[790]/OH1   1581       #"system.lt", line 8
$/bond:wat[790]/OH2   1582       #"system.lt", line 9
$/bond:wat[791]/OH1   1583       #"system.lt", line 8
$/bond:wat[791]/OH2   1584       #"system.lt", line 9
$/bond:wat[792]/OH1   1585       #"system.lt", line 8
$/bond:wat[792]/OH2   1586       #"system.lt", line 9
$/bond:wat[793]/OH1   1587       #"system.lt", line 8
$/bond:wat[793]/OH2   1588       #"system.lt", line 9
$/bond:wat[794]/OH1   1589       #"system.lt", line 8
$/bond:wat[794]/OH2   1590       #"system.lt", line 9
$/bond:wat[795]/OH1   1591       #"system.lt", line 8
$/bond:wat[795]/OH2   1592       #"system.lt", line 9
$/bond:wat[796]/OH1   1593       #"system.lt", line 8
$/bond:wat[796]/OH2   1594       #"system.lt", line 9
$/bond:wat[797]/OH1   1595       #"system.lt", line 8
$/bond:wat[797]/OH2   1596       #"system.lt", line 9
$/bond:wat[798]/OH1   1597       #"system.lt", line 8
$/bond:wat[798]/OH2   1598       #"system.lt", line 9
$/bond:wat[799]/OH1   1599       #"system.lt", line 8
$/bond:wat[799]/OH2   1600       #"system.lt", line 9
$/bond:wat[800]/OH1   1601       #"system.lt", line 8
$/bond:wat[800]/OH2   1602       #"system.lt", line 9
$/bond:wat[801]/OH1   1603       #"system.lt", line 8
$/bond:wat[801]/OH2   1604       #"system.lt", line 9
$/bond:wat[802]/OH1   1605       #"system.lt", line 8
$/bond:wat[802]/OH2   1606       #"system.lt", line 9
$/bond:wat[803]/OH1   1607       #"system.lt", line 8
$/bond:wat[803]/OH2   1608       #"system.lt", line 9
$/bond:wat[804]/OH1   1609       #"system.lt", line 8
